ID,PredictedProb
0,0.974182308
1,0.952439606
2,0.974182308
7,0.02878374
10,0.972148597
11,0.980263174
13,0.959025979
14,0.989588737
15,0.989588737
16,0.950691164
17,0.950691164
18,0.989588737
19,0.039002459
20,0.989588737
25,0.964943528
26,0.976942778
29,0.039111279
38,0.950691164
41,0.950691164
44,0.031662047
45,0.9852947
47,0.959661663
48,0.97440809
49,0.950691164
50,0.952439606
53,0.933819711
56,0.976719737
59,0.974725544
60,0.922261357
64,0.950691164
65,0.989588737
66,0.989588737
68,0.991931975
69,0.950691164
70,0.974999249
71,0.972575068
72,0.974128008
76,0.97642231
80,0.950691164
82,0.027655635
83,0.036223426
85,0.950691164
86,0.030822942
87,0.987863183
89,0.933819711
97,0.989588737
99,0.989588737
101,0.950691164
102,0.981902003
103,0.993118048
104,0.950691164
106,0.976400018
107,0.989588737
109,0.989588737
111,0.950691164
113,0.950691164
114,0.989588737
118,0.937494397
119,0.950691164
120,0.985020399
123,0.950691164
128,0.058327228
129,0.969980896
131,0.955024123
133,0.942859292
134,0.989588737
136,0.933819711
137,0.950691164
139,0.950691164
140,0.974725544
142,0.984536111
144,0.026579343
146,0.970609725
147,0.950691164
148,0.950691164
150,0.950691164
151,0.950691164
152,0.989588737
155,0.950691164
158,0.933819711
159,0.974182308
160,0.003428778
161,0.980468154
165,0.952439606
166,0.029630732
170,0.952439606
171,0.989588737
174,0.933819711
175,0.950691164
179,0.989588737
180,0.950691164
181,0.989588737
184,0.950691164
185,0.989588737
187,0.989588737
188,0.989588737
190,0.933819711
191,0.989588737
192,0.950691164
193,0.989588737
196,0.950691164
197,0.989588737
198,0.950691164
205,0.950691164
211,0.96170783
213,0.989588737
214,0.950691164
217,0.950691164
218,0.952439606
221,0.989588737
222,0.950691164
225,0.97642231
229,0.989588737
236,0.959025979
237,0.950691164
238,0.987863183
239,0.950691164
242,0.979171693
245,0.950691164
246,0.9663921
247,0.959025979
248,0.989588737
254,0.950691164
255,0.989588737
257,0.976719737
259,0.961814463
264,0.952439606
270,0.003428778
272,0.978741467
274,0.950691164
275,0.950691164
278,0.966257393
280,0.003428778
281,0.032371633
282,0.974182308
283,0.985481858
284,0.974725544
286,0.933819711
287,0.976714134
288,0.962859809
289,0.950691164
290,0.980263174
291,0.950691164
294,0.989588737
295,0.950691164
297,0.950691164
299,0.975448132
305,0.989588737
307,0.950691164
308,0.950691164
313,0.980088055
314,0.950691164
315,0.950691164
316,0.950691164
317,0.950691164
319,0.980088055
322,0.950691164
323,0.989588737
324,0.003428778
326,0.950691164
327,0.974985123
329,0.989588737
330,0.950691164
331,0.927592158
336,0.933819711
337,0.028273836
338,0.989588737
340,0.950691164
345,0.950691164
347,0.974182308
348,0.972447574
350,0.9852947
352,0.9852947
356,0.950691164
357,0.950691164
358,0.950691164
359,0.987863183
361,0.950691164
363,0.950691164
364,0.974725544
368,0.989588737
376,0.950691164
378,0.950691164
382,0.933819711
384,0.993118048
385,0.950691164
388,0.933819711
389,0.991931975
391,0.989588737
392,0.950691164
395,0.989588737
396,0.974725544
397,0.950691164
399,0.974128008
404,0.96239233
407,0.933819711
409,0.950691164
410,0.95511663
413,0.950691164
414,0.028388266
416,0.993118048
418,0.989588737
419,0.927592158
420,0.026251856
422,0.950691164
423,0.989588737
427,0.950691164
429,0.989588737
430,0.989588737
431,0.950691164
432,0.989588737
433,0.980045915
434,0.937494397
436,0.933819711
437,0.950691164
451,0.950691164
452,0.003428778
454,0.900621057
457,0.950691164
458,0.974725544
460,0.950691164
461,0.950691164
462,0.950691164
463,0.959025979
465,0.989588737
467,0.91759634
473,0.029592557
474,0.976719737
480,0.950691164
481,0.987863183
483,0.950691164
484,0.989588737
485,0.950691164
487,0.988593221
490,0.950691164
491,0.987863183
492,0.950691164
496,0.989588737
497,0.950691164
498,0.979880154
499,0.950691164
501,0.987863183
502,0.976648152
503,0.950691164
506,0.933819711
507,0.950691164
508,0.950691164
509,0.989588737
510,0.950691164
511,0.950691164
513,0.95511663
515,0.989588737
521,0.989588737
522,0.950691164
523,0.950691164
525,0.948420763
529,0.993118048
530,0.989588737
531,0.030738257
533,0.933819711
534,0.989588737
535,0.989588737
537,0.950691164
541,0.989588737
542,0.950691164
543,0.981750011
544,0.950691164
545,0.989588737
549,0.971042752
550,0.933819711
551,0.927592158
553,0.933819711
556,0.974182308
558,0.983087301
560,0.989588737
563,0.989588737
564,0.963320434
567,0.972575068
572,0.833034813
573,0.950691164
577,0.978942692
583,0.950691164
584,0.950691164
585,0.950691164
586,0.950691164
588,0.027183773
590,0.021967532
591,0.989588737
593,0.950691164
594,0.984535098
597,0.833858907
598,0.950691164
599,0.9852947
603,0.9852947
604,0.950691164
606,0.976416707
607,0.972520053
609,0.950691164
614,0.950691164
615,0.028806049
616,0.974182308
617,0.9805094
618,0.950691164
619,0.950691164
620,0.962859809
623,0.950691164
625,0.950691164
626,0.950691164
627,0.960261166
632,0.933819711
633,0.989588737
634,0.933819711
635,0.950691164
636,0.989588737
637,0.003428778
638,0.980870783
639,0.989588737
642,0.950691164
643,0.979431331
644,0.987863183
645,0.987863183
646,0.950691164
650,0.969980896
653,0.842704117
654,0.989588737
655,0.987863183
656,0.950691164
657,0.950691164
658,0.989588737
660,0.950691164
661,0.950691164
668,0.950691164
669,0.980088055
671,0.950691164
672,0.980088055
676,0.950691164
678,0.989588737
680,0.933301687
682,0.969763339
684,0.989588737
685,0.950691164
686,0.989588737
687,0.950691164
694,0.989588737
696,0.025060222
697,0.025405694
699,0.969980896
702,0.993118048
707,0.029592557
708,0.985481858
