ID,PredictedProb
0,0.076896906
1,0.035698052
2,0.076896906
7,0.076896906
10,0.076896906
11,0.035698052
13,0.035698052
14,0.076896906
15,0.076896906
16,0.035698052
17,0.035698052
18,0.076896906
19,0.035698052
20,0.076896906
25,0.035698052
26,0.076896906
29,0.035698052
38,0.035698052
41,0.035698052
44,0.076896906
45,0.076896906
47,0.076896906
48,0.076896906
49,0.035698052
50,0.035698052
53,0.035698052
56,0.076896906
59,0.076896906
60,0.035698052
64,0.035698052
65,0.076896906
66,0.076896906
68,0.076896906
69,0.035698052
70,0.076896906
71,0.076896906
72,0.076896906
76,0.076896906
80,0.035698052
82,0.076896906
83,0.076896906
85,0.035698052
86,0.076896906
87,0.076896906
89,0.035698052
97,0.076896906
99,0.076896906
101,0.035698052
102,0.076896906
103,0.076896906
104,0.035698052
106,0.076896906
107,0.076896906
109,0.076896906
111,0.035698052
113,0.035698052
114,0.076896906
118,0.076896906
119,0.035698052
120,0.076896906
123,0.035698052
128,0.035698052
129,0.076896906
131,0.035698052
133,0.076896906
134,0.076896906
136,0.035698052
137,0.035698052
139,0.035698052
140,0.076896906
142,0.035698052
144,0.076896906
146,0.076896906
147,0.035698052
148,0.035698052
150,0.035698052
151,0.035698052
152,0.076896906
155,0.035698052
158,0.035698052
159,0.076896906
160,0.076896906
161,0.035698052
165,0.035698052
166,0.076896906
170,0.035698052
171,0.076896906
174,0.035698052
175,0.035698052
179,0.076896906
180,0.035698052
181,0.076896906
184,0.035698052
185,0.076896906
187,0.076896906
188,0.076896906
190,0.035698052
191,0.076896906
192,0.035698052
193,0.076896906
196,0.035698052
197,0.076896906
198,0.035698052
205,0.035698052
211,0.076896906
213,0.076896906
214,0.035698052
217,0.035698052
218,0.035698052
221,0.076896906
222,0.035698052
225,0.076896906
229,0.076896906
236,0.035698052
237,0.035698052
238,0.076896906
239,0.035698052
242,0.035698052
245,0.035698052
246,0.035698052
247,0.035698052
248,0.076896906
254,0.035698052
255,0.076896906
257,0.076896906
259,0.076896906
264,0.035698052
270,0.076896906
272,0.035698052
274,0.035698052
275,0.035698052
278,0.076896906
280,0.076896906
281,0.076896906
282,0.076896906
283,0.076896906
284,0.076896906
286,0.035698052
287,0.076896906
288,0.076896906
289,0.035698052
290,0.035698052
291,0.035698052
294,0.076896906
295,0.035698052
297,0.035698052
299,0.035698052
305,0.076896906
307,0.035698052
308,0.035698052
313,0.035698052
314,0.035698052
315,0.035698052
316,0.035698052
317,0.035698052
319,0.035698052
322,0.035698052
323,0.076896906
324,0.076896906
326,0.035698052
327,0.076896906
329,0.076896906
330,0.035698052
331,0.076896906
336,0.035698052
337,0.076896906
338,0.076896906
340,0.035698052
345,0.035698052
347,0.076896906
348,0.076896906
350,0.076896906
352,0.076896906
356,0.035698052
357,0.035698052
358,0.035698052
359,0.076896906
361,0.035698052
363,0.035698052
364,0.076896906
368,0.076896906
376,0.035698052
378,0.035698052
382,0.035698052
384,0.076896906
385,0.035698052
388,0.035698052
389,0.076896906
391,0.076896906
392,0.035698052
395,0.076896906
396,0.076896906
397,0.035698052
399,0.076896906
404,0.076896906
407,0.035698052
409,0.035698052
410,0.035698052
