ID,PredictedProb
0,0.319643229
1,0.917059064
2,0.856846511
7,0.653453767
10,0.793620169
11,0.662314475
13,0.940445662
14,0.578679204
15,0.908856094
16,0.854105234
17,0.731322229
18,0.917374253
19,0.951457083
20,0.864527881
25,0.902819693
26,0.778068721
29,0.858516872
38,0.960038841
41,0.936794698
44,0.543682218
45,0.306872725
47,0.716846824
48,0.675844908
49,0.749854505
50,0.864737213
53,0.610677123
56,0.577935219
59,0.886818528
60,0.770305634
64,0.786394894
65,0.973649979
66,0.823137701
68,0.873223901
69,0.656070113
70,0.935781896
71,0.814484179
72,0.689426959
76,0.88111037
80,0.791976571
82,0.837704539
83,0.953594506
85,0.875667393
86,0.892093539
87,0.696299911
89,0.799901843
97,0.867747962
99,0.626091123
101,0.777048171
102,0.333006084
103,0.611206651
104,0.52116996
106,0.976977944
107,0.607045293
109,0.929835737
111,0.376719147
113,0.869191766
114,0.601458669
118,0.887705863
119,0.701924443
120,0.915259838
123,0.74986136
128,0.306539088
129,0.891129196
131,0.951438308
133,0.660428405
134,0.747876465
136,0.934901059
137,0.667927682
139,0.713014543
140,0.89418453
142,0.681919158
144,0.815882266
146,0.896688879
147,0.760106444
148,0.935958564
150,0.220609516
151,0.122357711
152,0.968244612
155,0.976889849
158,0.882640123
159,0.612634838
160,0.977568269
161,0.71397686
165,0.914149821
166,0.509848595
170,0.935799539
171,0.77504456
174,0.655543566
175,0.693983138
179,0.739857972
180,0.923846841
181,0.744596958
184,0.677046955
185,0.517081857
187,0.834903181
188,0.817051649
190,0.806095183
191,0.749854267
192,0.613106072
193,0.883343577
196,0.854120851
197,0.646333277
198,0.578202009
205,0.070208356
211,0.888478875
213,0.794711053
214,0.832372785
217,0.568752408
218,0.837747753
221,0.725464702
222,0.58176595
225,0.813196301
229,0.729794621
236,0.692913294
237,0.937023342
238,0.790341496
239,0.969222903
242,0.726739824
245,0.902116299
246,0.812779725
247,0.913090885
248,0.990439177
254,0.899453938
255,0.576418102
257,0.957459152
259,0.76294136
264,0.924415231
270,0.681391597
272,0.73827821
274,0.24725382
275,0.293121099
278,0.774957359
280,0.337991536
281,0.264280349
282,0.260033667
283,0.833581746
284,0.9741503
286,0.888726354
287,0.897224069
288,0.91180402
289,0.887801588
290,0.580509245
291,0.74942708
294,0.568172336
295,0.38914901
297,0.574688077
299,0.728238821
305,0.860399365
307,0.58751446
308,0.763138652
313,0.475822717
314,0.801970005
315,0.81161809
316,0.926540732
317,0.876795173
319,0.617834747
322,0.839564502
323,0.878275335
324,0.890042722
326,0.894825399
327,0.710800231
329,0.980127335
330,0.070001036
331,0.541734159
336,0.387617111
337,0.493409395
338,0.870499432
340,0.966712475
345,0.501310349
347,0.888476312
348,0.764428079
350,0.987236857
352,0.798732936
356,0.944596708
357,0.928672433
358,0.918043315
359,0.722349644
361,0.824838281
363,0.348355204
364,0.770207167
368,0.86144644
376,0.984258056
378,0.795191944
382,0.85052067
384,0.504153848
385,0.959557712
388,0.156282499
389,0.957164943
391,0.812527597
392,0.738207161
395,0.721980035
396,0.906390429
397,0.804972053
399,0.748479724
404,0.970229387
407,0.501835644
409,0.818963051
410,0.806668282
413,0.546488822
414,0.664185643
416,0.708118677
418,0.747464776
419,0.858177245
420,0.940651119
422,0.950884938
423,0.790130317
427,0.695196986
429,0.97331357
430,0.53539294
431,0.716503978
432,0.653556466
433,0.853002012
434,0.052574746
436,0.73565805
437,0.883911312
451,0.685207605
452,0.709990025
454,0.720403314
457,0.895211875
458,0.909224689
460,0.602983117
461,0.9562397
462,0.769941151
463,0.832250059
465,0.947311163
467,0.917151988
473,0.832792103
474,0.948341489
480,0.116457433
481,0.801022172
483,0.888913274
484,0.572999656
485,0.609583676
487,0.907997131
490,0.929567754
491,0.852807879
492,0.602931321
496,0.864862263
497,0.586764932
498,0.671265125
499,0.845857978
501,0.788156092
502,0.90039438
503,0.814283311
506,0.924111485
507,0.765190542
508,0.57899797
509,0.773192465
510,0.825989008
511,0.865183234
513,0.822456181
515,0.911251307
521,0.503857791
522,0.747165978
523,0.889696181
525,0.875431895
529,0.873012722
530,0.688445866
531,0.660425484
533,0.750412166
534,0.695987999
535,0.92749542
537,0.591318786
541,0.621211469
542,0.715272784
543,0.681028008
544,0.817687273
545,0.628165245
549,0.841397882
550,0.866093099
551,0.867812872
553,0.555745244
556,0.913704336
558,0.49687469
560,0.66348666
563,0.538478792
564,0.953710437
567,0.522152305
572,0.612981498
573,0.92383343
577,0.941771686
583,0.903235376
584,0.782073259
585,0.76130867
586,0.811685383
588,0.78747046
590,0.663024843
591,0.705863357
593,0.952208698
594,0.780300081
597,0.769618392
598,0.738602757
599,0.894725502
603,0.828995585
604,0.687008262
606,0.930092156
607,0.50811857
609,0.728246033
614,0.820060074
615,0.904812813
616,0.616624355
617,0.893186331
618,0.871988535
619,0.785336196
620,0.825659156
623,0.710864663
625,0.890102208
626,0.800718546
627,0.907031298
632,0.933362544
633,0.589743257
634,0.816648602
635,0.77354753
636,0.84263742
637,0.859210134
638,0.822192311
639,0.924481571
642,0.502429068
643,0.879681706
644,0.97043252
645,0.256285518
646,0.84072727
650,0.926749885
653,0.670238256
654,0.536928892
655,0.228473812
656,0.842722058
657,0.835524797
658,0.681079924
660,0.468848944
661,0.755978584
668,0.903476238
669,0.671935141
671,0.827706158
672,0.733084023
676,0.939934731
678,0.890795231
680,0.886481404
682,0.892774582
684,0.877575874
685,0.836092472
686,0.693609715
687,0.611296713
694,0.309972405
696,0.65495646
697,0.774617434
699,0.600639224
702,0.966292679
707,0.810616195
708,0.847247958
712,0.975930452
717,0.95033294
718,0.957470417
720,0.57544595
721,0.809194505
723,0.848317862
724,0.683946192
727,0.6595155
728,0.390601218
731,0.853254855
733,0.836739421
735,0.907734215
737,0.797581792
738,0.891918719
740,0.674965203
742,0.980490983
743,0.583876848
745,0.641354263
746,0.880743682
747,0.645954669
748,0.994447351
749,0.911419153
750,0.983187973
753,0.761577606
755,0.822020292
756,0.909244597
758,0.525075555
760,0.749305785
762,0.855080366
763,0.744669914
765,0.921474397
767,0.847360134
768,0.960755587
770,0.716361523
772,0.717412829
773,0.880825162
774,0.629384518
775,0.752398193
777,0.423741549
778,0.900125504
780,0.644624591
782,0.75612092
783,0.973617911
786,0.54423207
787,0.893698573
788,0.807629466
789,0.726990759
790,0.73857373
793,0.742379367
795,0.872301817
807,0.743385613
809,0.816985428
810,0.631437182
811,0.794965684
813,0.144522429
815,0.831678331
816,0.664486706
821,0.915163994
823,0.987177134
825,0.841020942
826,0.879703343
827,0.899762869
832,0.909743547
833,0.772568762
834,0.771704614
837,0.851428151
838,0.976893604
839,0.117050625
843,0.485477149
844,0.798595965
845,0.568225682
846,0.699060559
848,0.731096745
850,0.808684468
851,0.900236607
852,0.655923665
855,0.742286205
856,0.975272238
861,0.711978197
862,0.882453024
863,0.925309002
864,0.76117152
865,0.890554547
867,0.725649416
868,0.868483305
869,0.935562909
873,0.655387223
875,0.704827249
877,0.877403677
879,0.780901849
880,0.982619643
881,0.773660958
882,0.632289827
883,0.958958864
887,0.680078506
888,0.57762295
890,0.961486816
897,0.777369678
900,0.787656665
902,0.740060747
904,0.819733799
906,0.609809756
910,0.88072288
913,0.876242697
914,0.712740064
915,0.609994948
