ID,PredictedProb
0,0.143173143
1,0.876827598
2,0.867342591
7,0.634790123
10,0.783265471
11,0.562701464
13,0.919503033
14,0.491350383
15,0.897375524
16,0.848978758
17,0.731473684
18,0.889456868
19,0.916096807
20,0.866407692
25,0.84853512
26,0.838039875
29,0.745975375
38,0.939528048
41,0.921040773
44,0.574285686
45,0.417826295
47,0.720619678
48,0.608735442
49,0.788820863
50,0.873075068
53,0.554103911
56,0.425757706
59,0.855376959
60,0.777603507
64,0.811947823
65,0.950038493
66,0.799583137
68,0.849327147
69,0.651847005
70,0.896378934
71,0.798632741
72,0.596197903
76,0.792328
80,0.759910107
82,0.842391968
83,0.951257706
85,0.845153213
86,0.919815898
87,0.665739
89,0.800413013
97,0.817258298
99,0.680995464
101,0.763519704
102,0.373389065
103,0.589303553
104,0.588298619
106,0.97457391
107,0.685429156
109,0.910048425
111,0.392026007
113,0.849730551
114,0.623671591
118,0.859299123
119,0.685965776
120,0.923555732
123,0.72673595
128,0.249332458
129,0.858970344
131,0.96223557
133,0.66028446
134,0.652328014
136,0.940668106
137,0.657814801
139,0.71247071
140,0.860356927
142,0.725898266
144,0.769013464
146,0.915546536
147,0.710888028
148,0.912599683
150,0.134221822
151,0.154710457
152,0.960615098
155,0.963064969
158,0.880820692
159,0.678566515
160,0.963097155
161,0.74152422
165,0.898121357
166,0.552019775
170,0.923606992
171,0.772171557
174,0.636253417
175,0.656479478
179,0.742853403
180,0.906020463
181,0.756883681
184,0.714653254
185,0.498692542
187,0.808165371
188,0.683296382
190,0.813356876
191,0.708492637
192,0.629494488
193,0.86665082
196,0.878114998
197,0.672052622
198,0.596733093
205,0.137364537
211,0.886507273
213,0.75709796
214,0.828336954
217,0.611925006
218,0.864555478
221,0.74574101
222,0.61238867
225,0.86649853
229,0.745523155
236,0.657040656
237,0.920072079
238,0.790135384
239,0.949281931
242,0.738598228
245,0.907238066
246,0.82438755
247,0.891193151
248,0.986215472
254,0.897687912
255,0.625977516
257,0.947329879
259,0.72776407
264,0.92523396
270,0.691599071
272,0.629022539
274,0.427726507
275,0.462370783
278,0.818126619
280,0.329319417
281,0.316660643
282,0.255368084
283,0.837126434
284,0.968994319
286,0.875934005
287,0.880495369
288,0.897505641
289,0.891218722
290,0.588892877
291,0.749775589
294,0.66786325
295,0.381094426
297,0.586194932
299,0.729302406
305,0.81084758
307,0.594223559
308,0.707744718
313,0.574912786
314,0.817824125
315,0.816222787
316,0.891032755
317,0.88105303
319,0.510633469
322,0.853729606
323,0.883006155
324,0.817889452
326,0.895991743
327,0.707336426
329,0.974781752
330,0.128310382
331,0.509221137
336,0.427351356
337,0.509850562
338,0.865409374
340,0.960167527
345,0.524161518
347,0.92886728
348,0.809390783
350,0.982938886
352,0.764028251
356,0.957657576
357,0.926672757
358,0.929628193
359,0.704499185
361,0.846417189
363,0.412093401
364,0.774618864
368,0.858167052
376,0.969725013
378,0.782560647
382,0.830453932
384,0.512569547
385,0.96118772
388,0.153545111
389,0.956104338
391,0.783093333
392,0.743581474
395,0.651426613
396,0.909325898
397,0.810718954
399,0.787082791
404,0.950311422
407,0.495136768
409,0.822348535
410,0.740886271
413,0.372378439
414,0.629490912
416,0.741514146
418,0.759134531
419,0.870030701
420,0.907572687
422,0.950644493
423,0.72404319
427,0.688036919
429,0.969341874
430,0.581146598
431,0.736940324
432,0.573996186
433,0.905311167
434,0.096918769
436,0.729200423
437,0.880580783
451,0.672335386
452,0.780679703
454,0.743221402
457,0.890422583
458,0.817558348
460,0.594978392
461,0.923648477
462,0.753744841
463,0.829857528
465,0.952509224
467,0.860633194
473,0.82067138
474,0.943568826
480,0.130904272
481,0.742359996
483,0.854017735
484,0.649297774
485,0.573165536
487,0.89834106
490,0.896715283
491,0.83301729
492,0.573852777
496,0.786629379
497,0.617148757
498,0.613110006
499,0.803398848
501,0.773071706
502,0.917461991
503,0.841984749
506,0.911368668
507,0.765951574
508,0.616883516
509,0.768932939
510,0.801904798
511,0.80908519
513,0.741743565
515,0.903251231
521,0.514926553
522,0.790499151
523,0.885066867
525,0.82296735
529,0.844701469
530,0.692955852
531,0.727024496
533,0.756960928
534,0.768998206
535,0.897942185
537,0.536829293
541,0.698301256
542,0.676050544
543,0.696177721
544,0.807617307
545,0.629084527
549,0.893332183
550,0.854296923
551,0.846834481
553,0.580524445
556,0.876932502
558,0.556903005
560,0.772278309
563,0.56444633
564,0.934657991
567,0.444341242
572,0.577278078
573,0.927466094
577,0.85433799
583,0.881248891
584,0.789245069
585,0.757190108
586,0.775702834
588,0.784961581
590,0.650222003
591,0.775598407
593,0.924536288
594,0.761017025
597,0.782081902
598,0.692944527
599,0.838872552
603,0.777157724
604,0.657961786
606,0.934690714
607,0.588181913
609,0.715898335
614,0.871033192
615,0.918745756
616,0.502807498
617,0.886935651
618,0.87476182
619,0.808377683
620,0.824782073
623,0.728151679
625,0.868462801
626,0.868159175
627,0.893720865
632,0.907162607
633,0.598913074
634,0.799732625
635,0.763098836
636,0.841789126
637,0.901013434
638,0.865375757
639,0.898180485
642,0.526870191
643,0.879122496
644,0.960311592
645,0.299802065
646,0.818687439
650,0.901290774
653,0.720904231
654,0.448091596
655,0.239510328
656,0.851541281
657,0.852011442
658,0.648807466
660,0.530970514
661,0.718184233
668,0.907977402
669,0.684617698
671,0.803137183
672,0.733807445
676,0.928301215
678,0.843461812
680,0.813437998
682,0.919525743
684,0.860127807
685,0.841551244
686,0.653769076
687,0.57594955
694,0.484443337
696,0.501182258
697,0.762556374
699,0.644817352
702,0.968013346
707,0.802496374
708,0.964726567
712,0.963995755
717,0.918139756
718,0.961209595
720,0.565816045
721,0.852344394
723,0.827314079
724,0.739028513
727,0.617809117
728,0.328056455
731,0.819129229
733,0.81054312
735,0.906560838
737,0.780658007
738,0.847864211
740,0.616365671
742,0.97855705
743,0.692481458
745,0.640941918
746,0.842364013
747,0.600623906
748,0.991078198
749,0.911055565
750,0.971270263
753,0.703350902
755,0.774178505
756,0.892651618
758,0.531460702
760,0.744224191
