ID,PredictedProb
0,0.385144532
1,0.894689918
2,0.836820781
7,0.666251004
10,0.783296943
11,0.602443874
13,0.944759786
14,0.580153108
15,0.893847346
16,0.855854988
17,0.721401751
18,0.850806296
19,0.922267139
20,0.868439078
25,0.855990171
26,0.786492944
29,0.857417524
38,0.954860628
41,0.938726485
44,0.599268973
45,0.295097083
47,0.726948678
48,0.652803898
49,0.767015278
50,0.849094331
53,0.595981658
56,0.546090186
59,0.884259939
60,0.788203835
64,0.802156687
65,0.973402917
66,0.803031385
68,0.848494947
69,0.65505302
70,0.921909451
71,0.819151223
72,0.660323799
76,0.839362323
80,0.760357738
82,0.860430241
83,0.949207842
85,0.875314474
86,0.896889746
87,0.683800519
89,0.801966727
97,0.841432214
99,0.651772916
101,0.764192045
102,0.368902504
103,0.601608217
104,0.538747907
106,0.967219651
107,0.539878011
109,0.935002506
111,0.383849889
113,0.873743415
114,0.611268282
118,0.877193987
119,0.696454883
120,0.860408425
123,0.724888861
128,0.307499141
129,0.831603229
131,0.917332232
133,0.641742826
134,0.735461831
136,0.932062268
137,0.650311828
139,0.706884503
140,0.876754045
142,0.715386391
144,0.80332464
146,0.919135809
147,0.717920184
148,0.930106997
150,0.225593165
151,0.133900225
152,0.96825099
155,0.976585627
158,0.888420939
159,0.614043713
160,0.981465161
161,0.703738332
165,0.92197156
166,0.510549724
170,0.938905478
171,0.816485643
174,0.675263584
175,0.686533868
179,0.75196743
180,0.926699698
181,0.760810375
184,0.682276905
185,0.520297885
187,0.838951826
188,0.828249872
190,0.801479459
191,0.693559289
192,0.62979573
193,0.868422985
196,0.853364348
197,0.661778986
198,0.575902522
205,0.078333676
211,0.877923489
213,0.75640738
214,0.810100675
217,0.556604505
218,0.83143425
221,0.784181714
222,0.566012621
225,0.819208324
229,0.697692037
236,0.685298681
237,0.939030468
238,0.858303964
239,0.966361463
242,0.685689211
245,0.90443635
246,0.770640492
247,0.920765042
248,0.987621129
254,0.887668192
255,0.609685898
257,0.958978534
259,0.730546594
264,0.935361922
270,0.672127366
272,0.732798815
274,0.390603542
275,0.333625823
278,0.788717747
280,0.349445373
281,0.290796041
282,0.2305177
283,0.854783535
284,0.975291133
