"ID","TARGET"
2,0.0523823089897633
5,0.0574282519519329
6,0.00136324041523039
7,0.0107616381719708
9,0.00184544152580202
11,0.246336579322815
12,0.0431726463139057
15,0.172321498394012
16,0.0258589871227741
17,0.020927170291543
19,0.0234089363366365
21,0.00278377346694469
22,0.0201033540070057
24,0.0113104423508048
27,0.0117690935730934
28,0.0257614981383085
30,0.132164135575294
33,0.00245004752650857
35,0.0120616471394897
37,0.0239030346274376
38,0.0188339669257402
40,0.188123598694801
41,0.0226210914552212
44,0.00722277257591486
46,0.0612239316105843
47,0.00892037991434336
48,0.00276725762523711
50,0.00547984894365072
52,0.170730531215668
53,0.00765127409249544
55,0.0258990805596113
57,0.00156209885608405
58,0.00678272964432836
59,0.0137020898982882
62,0.0291203260421753
63,0.011117628775537
64,0.0234904289245605
65,0.0120155895128846
67,0.0176386870443821
69,0.0511284843087196
70,0.00257225730456412
71,0.00922104716300964
72,0.00369088677689433
73,0.00126520020421594
76,0.00427654106169939
78,0.00261029158718884
79,0.0300912614911795
81,0.00188665685709566
85,0.0112925656139851
86,0.00272751972079277
89,0.0424345470964909
94,0.129175707697868
96,0.00268978578969836
97,0.0158971827477217
98,0.00209323177114129
99,0.0197159200906754
100,0.253696501255035
103,0.0840175077319145
104,0.00611379835754633
108,0.00909434910863638
110,0.00222742394544184
112,0.0265941936522722
114,0.0413817204535007
116,0.0242527350783348
117,0.00915149226784706
119,0.00460055796429515
120,0.00337166734971106
121,0.00132532720454037
123,0.0203867331147194
124,0.028550511226058
126,0.00130346207879484
128,0.0125019792467356
129,0.0983404442667961
133,0.0364690609276295
138,0.0237009115517139
147,0.0287066865712404
149,0.0211999509483576
158,0.00238200160674751
160,0.00750614982098341
164,0.030719680711627
167,0.0590169504284859
168,0.017118388786912
174,0.00782026816159487
181,0.0169218368828297
185,0.0327720753848553
187,0.00271638412959874
189,0.0113208927214146
190,0.0591097623109818
194,0.005878537427634
197,0.0312676168978214
198,0.020252600312233
201,0.0376067198812962
205,0.00839531049132347
208,0.122902341187
211,0.0104647148400545
216,0.0322213023900986
219,0.0531798377633095
223,0.00434346031397581
224,0.10777060687542
226,0.014314191415906
229,0.0126417810097337
230,0.0149894161149859
237,0.0188521444797516
238,0.0202944669872522
240,0.0846036076545715
243,0.00225702463649213
245,0.137736409902573
246,0.222514033317566
247,0.00517356861382723
248,0.00818083807826042
249,0.00245004752650857
250,0.276869356632233
251,0.00121738365851343
255,0.0943605899810791
256,0.0199126023799181
257,0.0814805254340172
260,0.172135069966316
261,0.00277552055194974
263,0.203888967633247
264,0.161613821983337
267,0.00682060141116381
268,0.017044534906745
272,0.00638976180925965
274,0.00650164484977722
275,0.00398319493979216
277,0.279249727725983
278,0.301420837640762
280,0.0068468120880425
281,0.022188700735569
282,0.0968181490898132
283,0.00979004520922899
284,0.0625652149319649
286,0.0181161984801292
290,0.0188999865204096
291,0.0288995429873466
293,0.0304344389587641
295,0.0771460086107254
297,0.00132641638629138
298,0.0730280131101608
300,0.00304542086087167
304,0.0029264020267874
305,0.00392486806958914
308,0.00332741159945726
309,0.00731872767210007
310,0.00503075262531638
312,0.0288393460214138
313,0.158558174967766
315,0.00688996771350503
317,0.0226788520812988
318,0.0253701452165842
321,0.00995106063783169
323,0.0756419822573662
325,0.00946385692805052
326,0.0137101141735911
327,0.0190744884312153
328,0.0591452904045582
329,0.0185539871454239
330,0.00217704405076802
331,0.00813200883567333
334,0.0393911711871624
335,0.0082973800599575
336,0.0558643080294132
337,0.00424206675961614
338,0.0484684407711029
339,0.0142666837200522
341,0.159371674060822
343,0.00635172612965107
346,0.00206521945074201
348,0.00304456241428852
350,0.200666233897209
351,0.00190995517186821
352,0.0175048094242811
357,0.0540512353181839
358,0.0117717115208507
360,0.00522092310711741
361,0.0137386247515678
364,0.0193063803017139
365,0.0348048321902752
366,0.0170483700931072
367,0.0055522620677948
368,0.00579633470624685
370,0.00295844161882997
372,0.0023237771820277
376,0.000997669296339154
377,0.00344913965091109
379,0.0148198781535029
380,0.0106859570369124
381,0.0838311463594437
385,0.0122500881552696
386,0.0371420010924339
389,0.0562869794666767
391,0.0567865781486034
392,0.00398793676868081
393,0.0105663444846869
395,0.0196620654314756
396,0.00890159327536821
397,0.00137594330590218
398,0.0201910715550184
399,0.0430228710174561
400,0.00979959964752197
401,0.00721318833529949
403,0.00603378843516111
405,0.0268531404435635
406,0.0201518423855305
409,0.00757257733494043
411,0.0114094605669379
413,0.00263811997137964
418,0.00322615611366928
419,0.00871490966528654
422,0.0175048094242811
424,0.247507631778717
425,0.0275821667164564
427,0.00268978578969836
430,0.00124346034135669
431,0.0143959689885378
434,0.0109610660001636
435,0.0283549148589373
437,0.0636732503771782
438,0.00123261811677366
439,0.114868529140949
442,0.0109922913834453
446,0.0144080240279436
450,0.0319793410599232
451,0.0111860297620296
452,0.00811135489493608
454,0.00141665490809828
455,0.00350303249433637
463,0.0135749448090792
464,0.0117864040657878
465,0.00310610886663198
467,0.149220660328865
468,0.0336293391883373
470,0.00989624578505754
472,0.214833304286003
473,0.0189221557229757
475,0.00452018715441227
476,0.00346812861971557
479,0.015435597859323
481,0.00337892398238182
483,0.0333617031574249
484,0.010300787165761
486,0.0317740216851234
487,0.00192327902186662
491,0.0218839254230261
494,0.00940454564988613
495,0.0015174305299297
497,0.0188143402338028
498,0.00385743728838861
499,0.0110395802184939
503,0.0251669529825449
504,0.022851662710309
505,0.00519669661298394
506,0.0058891586959362
507,0.014020043425262
508,0.0845582857728004
509,0.0287881996482611
510,0.00467236619442701
511,0.00900200754404068
512,0.0175464022904634
516,0.00192301615606993
518,0.0352360606193542
519,0.00525576155632734
520,0.00580432265996933
521,0.00281342212110758
522,0.00275270524434745
524,0.0988078415393829
525,0.00643414491787553
526,0.00219269562512636
528,0.0151039268821478
529,0.0223944466561079
531,0.0823651105165482
532,0.237376227974892
534,0.158885344862938
536,0.049723956733942
539,0.0865849331021309
540,0.0175621919333935
541,0.00192585727199912
542,0.0969250947237015
545,0.0100543955340981
546,0.0027959740255028
552,0.0104017499834299
556,0.00129965587984771
557,0.00239198585040867
559,0.0110666528344154
562,0.0165267884731293
563,0.0124874357134104
565,0.0355190373957157
569,0.00165967224165797
570,0.0833230540156364
574,0.0176249518990517
575,0.00823174044489861
585,0.00892079714685678
589,0.00731135532259941
590,0.0120241632685065
592,0.00929112918674946
